,names,price,time_ago,address,time_scraped,area_name,rack_area_name,time_diff,time,date,tax_less,city,rack,margin
18794,Hughes,118.9,53 minutes,"9115 35th Ave Edmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 00:53:00.000000000,2018-10-16 23:10:14,2018-10-16 00:00:00,83.50809523809524,edmonton,75.0,8.508095238095237
18795,Petro-Canada,116.4,6 hours,"14110 127th StEdmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 06:00:00.000000000,2018-10-16 18:03:14,2018-10-16 00:00:00,81.12714285714286,edmonton,75.0,6.127142857142857
18800,Flying J,120.9,1 day,"16806 118th AveEdmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,1 days 00:00:00.000000000,2018-10-16 00:03:14,2018-10-16 00:00:00,85.41285714285713,edmonton,75.0,10.412857142857135
18810,Shell,118.9,1 day,"13610 66th StEdmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,1 days 00:00:00.000000000,2018-10-16 00:03:14,2018-10-16 00:00:00,83.50809523809524,edmonton,75.0,8.508095238095237
18811,Shell,117.9,46 minutes,"3518 118th AveEdmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 00:46:00.000000000,2018-10-16 23:17:14,2018-10-16 00:00:00,82.55571428571429,edmonton,75.0,7.555714285714288
18812,Husky,116.9,1 hour,"12986 50th StEdmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 01:00:00.000000000,2018-10-16 23:03:14,2018-10-16 00:00:00,81.60333333333332,edmonton,75.0,6.603333333333325
18815,Husky,116.9,2 hours,"4333 50th St NW Mill Woods, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 02:00:00.000000000,2018-10-16 22:03:14,2018-10-16 00:00:00,81.60333333333332,edmonton,75.0,6.603333333333325
18816,Hughes,114.9,2 hours,"5012 130th AveEdmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 02:00:00.000000000,2018-10-16 22:03:14,2018-10-16 00:00:00,79.69857142857143,edmonton,75.0,4.698571428571427
18818,Shell,115.9,2 hours,"14865 137th Ave NW Edmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 02:00:00.000000000,2018-10-16 22:03:14,2018-10-16 00:00:00,80.65095238095238,edmonton,75.0,5.650952380952376
18819,Esso,120.9,11 hours,"7542 178th StEdmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 11:00:00.000000000,2018-10-16 13:03:14,2018-10-16 00:00:00,85.41285714285713,edmonton,75.0,10.412857142857135
18821,Esso,116.9,2 hours,"9628 153rd AveEdmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 02:00:00.000000000,2018-10-16 22:03:14,2018-10-16 00:00:00,81.60333333333332,edmonton,75.0,6.603333333333325
18822,Esso,116.9,54 minutes,"15179 121st StEdmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 00:54:00.000000000,2018-10-16 23:09:14,2018-10-16 00:00:00,81.60333333333332,edmonton,75.0,6.603333333333325
18825,Petro-Canada,119.9,47 minutes,"6655 178th StEdmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 00:47:00.000000000,2018-10-16 23:16:14,2018-10-16 00:00:00,84.46047619047619,edmonton,75.0,9.460476190476186
18826,Safeway,118.9,2 hours,"2304 109th StEdmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 02:00:00.000000000,2018-10-16 22:03:14,2018-10-16 00:00:00,83.50809523809524,edmonton,75.0,8.508095238095237
18827,Petro-Canada,117.4,10 hours,"5011 137th AveEdmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 10:00:00.000000000,2018-10-16 14:03:14,2018-10-16 00:00:00,82.0795238095238,edmonton,75.0,7.079523809523806
18828,Mobil @ No Frills,114.9,1 hour,"15505 97th  Edmonton Alberta Edmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 01:00:00.000000000,2018-10-16 23:03:14,2018-10-16 00:00:00,79.69857142857143,edmonton,75.0,4.698571428571427
18836,Mobil @ Superstore,117.4,11 minutes,"9711 23rd AveEdmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 00:11:00.000000000,2018-10-16 23:52:14,2018-10-16 00:00:00,82.0795238095238,edmonton,75.0,7.079523809523806
18837,Esso,117.4,41 minutes,"13704 50th StEdmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 00:41:00.000000000,2018-10-16 23:22:14,2018-10-16 00:00:00,82.0795238095238,edmonton,75.0,7.079523809523806
18843,Mobil @ Superstore,117.4,1 hour,"4950 137th Ave NW Edmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 01:00:00.000000000,2018-10-16 23:03:14,2018-10-16 00:00:00,82.0795238095238,edmonton,75.0,7.079523809523806
18844,Esso,119.9,29 minutes,"18904 87th Ave NW Edmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 00:29:00.000000000,2018-10-16 23:34:14,2018-10-16 00:00:00,84.46047619047619,edmonton,75.0,9.460476190476186
18846,Fas Gas,114.4,30 minutes,"9618 160th AveEdmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 00:30:00.000000000,2018-10-16 23:33:14,2018-10-16 00:00:00,79.22238095238095,edmonton,75.0,4.222380952380945
18848,Husky,116.9,2 hours,"15303 73A StEdmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 02:00:00.000000000,2018-10-16 22:03:14,2018-10-16 00:00:00,81.60333333333332,edmonton,75.0,6.603333333333325
18849,Esso,113.9,8 hours,"3407 43rd AveMill Woods, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 08:00:00.000000000,2018-10-16 16:03:14,2018-10-16 00:00:00,78.74619047619048,edmonton,75.0,3.7461904761904776
18851,Petro-Canada,106.9,54 minutes,"3402 43rd Ave NW Mill Woods, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 00:54:00.000000000,2018-10-16 23:09:14,2018-10-16 00:00:00,72.0795238095238,edmonton,75.0,-2.920476190476194
18852,Centex,116.9,7 hours,"2831 66th StMill Woods, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 07:00:00.000000000,2018-10-16 17:03:14,2018-10-16 00:00:00,81.60333333333332,edmonton,75.0,6.603333333333325
18853,Esso,120.9,2 hours,"14204 23rd AveEdmonton, AB",2018-10-17 00:03:14,edmonton,edmonton,0 days 02:00:00.000000000,2018-10-16 22:03:14,2018-10-16 00:00:00,85.41285714285713,edmonton,75.0,10.412857142857135
18886,Shell,114.9,8 hours,"9804 153rd AveEdmonton, AB",2018-10-17 06:03:18,edmonton,edmonton,0 days 08:00:00.000000000,2018-10-16 22:03:18,2018-10-16 00:00:00,79.69857142857143,edmonton,75.0,4.698571428571427
18931,Esso,,1 day,"9515 149th StEdmonton, AB",2018-10-17 18:02:02,edmonton,edmonton,1 days 00:00:00.000000000,2018-10-16 18:02:02,2018-10-16 00:00:00,,edmonton,75.0,
18938,Shell,157.9,4 minutes,"4505 Canada WayBurnaby, BC",2018-10-16 00:04:23,vancouver,vancouver,0 days 00:04:00.000000000,2018-10-16 00:00:23,2018-10-16 00:00:00,98.60095238095238,vancouver,94.2,4.400952380952376
18939,Petro-Canada,157.9,4 minutes,"1969 Willingdon AveBurnaby, BC",2018-10-16 00:04:23,vancouver,vancouver,0 days 00:04:00.000000000,2018-10-16 00:00:23,2018-10-16 00:00:00,98.60095238095238,vancouver,94.2,4.400952380952376
18940,Esso,157.9,4 minutes,"2177 Dollarton HwyNorth Vancouver, BC",2018-10-16 00:04:23,vancouver,vancouver,0 days 00:04:00.000000000,2018-10-16 00:00:23,2018-10-16 00:00:00,98.60095238095238,vancouver,94.2,4.400952380952376
18941,Chevron,155.9,4 minutes,"5009 KingswayBurnaby, BC",2018-10-16 00:04:23,vancouver,vancouver,0 days 00:04:00.000000000,2018-10-16 00:00:23,2018-10-16 00:00:00,96.69619047619048,vancouver,94.2,2.4961904761904776
18942,Chevron,155.9,2 hours,"2748 Main StVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 02:00:00.000000000,2018-10-16 04:04:27,2018-10-16 00:00:00,96.69619047619048,vancouver,94.2,2.4961904761904776
18943,Husky,153.9,34 minutes,"1010 W King Edward AveVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 00:34:00.000000000,2018-10-16 05:30:27,2018-10-16 00:00:00,94.79142857142858,vancouver,94.2,0.5914285714285796
18944,Shell,155.9,1 hour,"1785 Main StVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 01:00:00.000000000,2018-10-16 05:04:27,2018-10-16 00:00:00,96.69619047619048,vancouver,94.2,2.4961904761904776
18945,Esso,157.9,4 hours,"1398 W BroadwayVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 04:00:00.000000000,2018-10-16 02:04:27,2018-10-16 00:00:00,98.60095238095238,vancouver,94.2,4.400952380952376
18946,Shell,153.9,34 minutes,"4110 Oak StVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 00:34:00.000000000,2018-10-16 05:30:27,2018-10-16 00:00:00,94.79142857142858,vancouver,94.2,0.5914285714285796
18947,Esso,162.9,5 hours,"4064 Fraser StVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 05:00:00.000000000,2018-10-16 01:04:27,2018-10-16 00:00:00,103.36285714285714,vancouver,94.2,9.162857142857135
18948,Esso,163.9,5 hours,"1205 Burrard StVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 05:00:00.000000000,2018-10-16 01:04:27,2018-10-16 00:00:00,104.3152380952381,vancouver,94.2,10.115238095238098
18949,Esso,153.9,5 hours,"1795 W BroadwayVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 05:00:00.000000000,2018-10-16 01:04:27,2018-10-16 00:00:00,94.79142857142858,vancouver,94.2,0.5914285714285796
18950,Petro-Canada,155.9,5 hours,"1743 Burrard StVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 05:00:00.000000000,2018-10-16 01:04:27,2018-10-16 00:00:00,96.69619047619048,vancouver,94.2,2.4961904761904776
18951,Shell,155.9,2 hours,"1295 E 12th AveVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 02:00:00.000000000,2018-10-16 04:04:27,2018-10-16 00:00:00,96.69619047619048,vancouver,94.2,2.4961904761904776
18952,Petro-Canada,156.9,2 hours,"1289 E BroadwayVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 02:00:00.000000000,2018-10-16 04:04:27,2018-10-16 00:00:00,97.64857142857142,vancouver,94.2,3.4485714285714124
18953,Esso,155.9,1 hour,"1790 W 4th AveVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 01:00:00.000000000,2018-10-16 05:04:27,2018-10-16 00:00:00,96.69619047619048,vancouver,94.2,2.4961904761904776
18954,Chevron,155.9,2 hours,"1900 Burrard StVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 02:00:00.000000000,2018-10-16 04:04:27,2018-10-16 00:00:00,96.69619047619048,vancouver,94.2,2.4961904761904776
18955,Shell,156.9,4 hours,"2103 W BroadwayVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 04:00:00.000000000,2018-10-16 02:04:27,2018-10-16 00:00:00,97.64857142857142,vancouver,94.2,3.4485714285714124
18956,Esso,154.9,2 hours,"3205 Arbutus StVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 02:00:00.000000000,2018-10-16 04:04:27,2018-10-16 00:00:00,95.74380952380952,vancouver,94.2,1.5438095238095144
18957,Super Save,153.9,2 hours,"1317 E 12th AveVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 02:00:00.000000000,2018-10-16 04:04:27,2018-10-16 00:00:00,94.79142857142858,vancouver,94.2,0.5914285714285796
18958,Chevron,152.9,12 minutes,"5736 Main StVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 00:12:00.000000000,2018-10-16 05:52:27,2018-10-16 00:00:00,93.83904761904762,vancouver,94.2,-0.3609523809523836
18959,Petro-Canada,152.9,3 hours,"5680 Oak StVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 03:00:00.000000000,2018-10-16 03:04:27,2018-10-16 00:00:00,93.83904761904762,vancouver,94.2,-0.3609523809523836
18960,Chevron,155.9,1 hour,"4615 Arbutus StVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 01:00:00.000000000,2018-10-16 05:04:27,2018-10-16 00:00:00,96.69619047619048,vancouver,94.2,2.4961904761904776
18961,Esso,153.9,12 minutes,"5702 Granville StVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 00:12:00.000000000,2018-10-16 05:52:27,2018-10-16 00:00:00,94.79142857142858,vancouver,94.2,0.5914285714285796
18962,Petro-Canada,156.9,16 minutes,"1390 E 33rd AveVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 00:16:00.000000000,2018-10-16 05:48:27,2018-10-16 00:00:00,97.64857142857142,vancouver,94.2,3.4485714285714124
18963,Shell,153.9,12 minutes,"1503 W 41st AveVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 00:12:00.000000000,2018-10-16 05:52:27,2018-10-16 00:00:00,94.79142857142858,vancouver,94.2,0.5914285714285796
18964,Esso,155.9,2 hours,"2001 KingswayVancouver, BC",2018-10-16 06:04:27,vancouver,vancouver,0 days 02:00:00.000000000,2018-10-16 04:04:27,2018-10-16 00:00:00,96.69619047619048,vancouver,94.2,2.4961904761904776
